"281";65170;"INÚBIA PAULISTA";112;199;21;2;1492;4;21;1;32;359;2;5;0;75;145
"282";65196;"IPAUSSU";501;798;64;0;4383;50;98;2;269;1406;23;62;1;311;419
"283";65218;"IPERÓ";985;3096;127;5;6983;120;66;6;317;1806;89;146;2;551;1097
"284";65234;"IPEÚNA";184;491;39;2;2616;18;28;2;113;254;9;38;0;90;210
"285";65250;"IPORANGA";77;749;29;1;709;18;7;0;76;447;5;19;1;64;135
"286";65277;"IPUÃ";581;2232;93;1;3710;37;22;9;293;557;14;69;2;275;460
"287";65293;"IRACEMÁPOLIS";1087;1537;101;13;8952;85;66;11;447;907;50;98;0;370;650
"288";65315;"IRAPUÃ";114;582;32;0;2426;7;11;4;72;439;7;17;0;187;347
"289";65331;"IRAPURU";182;705;15;0;2039;20;24;2;100;465;2;25;0;127;217
"290";65358;"ITABERÁ";464;2882;73;1;4929;47;115;6;183;1662;14;12;2;421;438
"291";65374;"ITAÍ";1266;2560;140;3;4933;59;92;4;322;1973;58;58;5;652;811
"292";65390;"ITAJOBI";414;724;51;1;5961;24;48;5;263;945;20;36;2;371;539
"293";65412;"ITAJU";99;364;13;3;1292;6;21;0;58;208;6;5;0;74;112
"294";65439;"ITANHAÉM";3975;7366;512;34;25454;586;326;37;1046;6502;307;865;22;1624;3165
"295";65455;"ITAPECERICA DA SERRA";9959;21104;1472;37;32460;1204;1236;49;2698;7186;1054;1572;24;3978;7204
"296";65471;"ITAPETININGA";6183;6565;919;29;48223;608;461;32;1971;9963;507;343;23;3378;5038
"297";65498;"ITAPEVA";2864;6159;519;6;26732;317;403;24;1154;10403;136;340;15;1946;2046
"298";65510;"ITAPEVI";10659;29213;1450;56;44652;1439;924;95;2825;9406;734;2060;30;5816;9189
"299";65536;"ITAPIRA";3947;2497;407;5;25183;319;250;28;1768;3756;190;281;9;1927;3060
"300";65552;"ITÁPOLIS";1473;1980;191;3;13535;106;189;14;608;1814;87;90;3;885;1256
"301";65579;"ITAPORANGA";357;1324;58;2;4005;22;70;1;214;1700;15;12;5;324;378
"302";65595;"ITAPUÍ";415;804;75;2;3991;32;53;0;209;884;19;36;2;338;364
"303";65617;"ITAPURA";285;1269;18;1;620;8;6;1;28;161;4;38;0;68;189
"304";65633;"ITAQUAQUECETUBA";18937;41213;2409;80;71464;2304;1270;138;2853;13905;1379;4300;67;8798;16480
"305";65650;"ITARARÉ";1708;2913;243;0;13987;159;565;17;572;3930;98;112;5;909;1034
"306";65676;"ITARIRI";370;895;58;1;3361;44;23;4;116;969;20;56;0;167;326
"307";65692;"ITATIBA";5499;4263;596;18;35782;461;370;51;3276;6775;290;421;16;1908;3185
"308";65714;"ITATINGA";740;1137;83;0;5510;57;40;1;177;1865;18;78;3;418;797
"309";65730;"ITIRAPINA";568;1099;87;2;4048;27;31;1;133;831;19;44;2;270;434
"310";65757;"ITIRAPUÃ";183;957;34;0;1494;22;17;1;109;509;7;17;1;146;214
"311";65773;"ITOBI";293;988;89;1;2232;32;22;2;136;490;5;32;2;267;270
"312";65790;"ITU";7634;9396;997;32;53893;789;725;48;4036;7811;406;648;24;2912;5853
"313";65811;"ITUPEVA";2178;4037;228;17;18109;251;265;21;1142;2165;91;314;5;1073;2104
"314";65838;"ITUVERAVA";1226;3360;165;4;11370;101;96;7;857;2091;44;137;3;711;955
"315";65854;"JABORANDI";199;949;51;2;1859;10;11;1;101;240;9;32;0;180;276
"316";65870;"JABOTICABAL";3962;3600;431;15;22453;266;289;14;1394;3433;124;226;14;1052;1506
"317";65897;"JACAREÍ";10337;11821;1006;154;71859;1333;711;74;5861;15456;719;1071;21;3401;6514
"318";65919;"JACI";218;556;27;0;2144;21;16;0;175;718;3;26;0;123;193
"319";65935;"JACUPIRANGA";431;1184;70;3;5338;62;63;1;202;1316;16;88;2;220;361
"320";65951;"JAGUARIÚNA";2633;2912;468;13;18133;288;198;15;1398;1891;137;209;6;899;1581
"321";65978;"JALES";1626;3021;216;9;16319;113;170;15;1201;3074;71;110;3;936;1917
"322";65994;"JAMBEIRO";225;345;31;1;2237;19;21;4;154;557;8;27;0;108;140
"323";66010;"JANDIRA";6765;11727;949;47;25499;694;327;65;2136;6071;401;1067;16;2464;4353
"324";66036;"JARDINÓPOLIS";1445;1842;245;7;11795;129;94;7;567;1875;92;127;4;959;1329
"325";66052;"JARINU";887;2210;151;5;9435;101;139;6;513;1680;60;129;12;661;1217
"326";66079;"JAÚ";5886;4945;995;37;49130;559;661;19;2591;6809;275;443;10;3041;4076
"327";66095;"JERIQUARA";165;639;18;0;877;4;10;0;124;268;2;25;0;74;104
"328";66117;"JOANÓPOLIS";445;524;63;2;4068;41;33;7;136;1157;10;23;2;299;462
"329";66133;"JOÃO RAMALHO";148;649;15;0;1121;7;51;1;32;359;11;18;3;81;157
"330";66150;"JOSÉ BONIFÁCIO";1610;2206;189;9;11106;54;148;9;658;1846;65;94;1;770;1024
"331";66176;"JÚLIO MESQUITA";171;775;29;0;1267;13;24;0;51;208;4;51;0;156;217
"332";66192;"JUNDIAÍ";23096;21448;2143;87;142656;2083;1490;147;16954;17103;1211;1506;49;6246;15998
"333";66214;"JUNQUEIRÓPOLIS";507;1336;58;3;6139;57;46;5;258;1617;16;72;2;432;543
"334";66230;"JUQUIÁ";600;1377;113;6;5791;51;50;10;102;1754;16;57;2;281;599
"335";66257;"JUQUITIBA";1529;3043;235;11;6663;145;147;3;324;2994;138;175;4;570;1114
"336";66273;"LAGOINHA";364;408;30;1;1569;15;14;1;63;1268;30;4;1;160;194
"337";66290;"LARANJAL PAULISTA";725;1219;148;4;9908;85;89;7;488;2111;43;75;3;540;721
"338";66311;"LAVÍNIA";213;718;13;1;1388;11;10;0;92;320;5;13;1;87;198
"339";66338;"LAVRINHAS";305;631;59;2;2075;16;23;2;110;1162;17;56;2;165;281
"340";66354;"LEME";4270;6246;619;12;32198;382;259;24;1767;4527;216;498;8;2624;3717
"341";66370;"LENÇÓIS PAULISTA";2614;2692;373;11;24436;254;222;10;1340;3887;120;283;7;1313;2052
"342";66397;"LIMEIRA";12432;14451;1256;41;111964;1444;975;168;5483;8753;692;1296;56;4698;8910
"343";66419;"LINDÓIA";267;332;26;1;2806;11;37;3;127;493;5;11;1;82;240
"344";66435;"LINS";2143;2842;430;10;27727;237;197;21;970;4118;120;294;12;1299;2012
"345";66451;"LORENA";3627;3690;442;26;28040;509;277;26;1940;6538;199;267;13;1588;1948
"346";66478;"LOUVEIRA";1890;3616;184;5;15593;228;145;15;1099;1945;115;210;6;746;1575
"347";66494;"LUCÉLIA";563;1211;71;5;5784;51;43;3;251;1229;23;52;1;303;577
"348";66516;"LUCIANÓPOLIS";98;339;16;0;713;6;6;2;39;247;5;3;0;50;76
"349";66532;"LUÍS ANTÔNIO";510;1353;71;3;3385;37;29;2;160;711;24;69;1;184;427
"350";66559;"LUIZIÂNIA";174;626;57;3;1454;4;13;1;41;329;7;19;0;74;173
"351";66575;"LUPÉRCIO";90;553;39;1;1293;23;27;2;39;291;6;20;0;105;142
"352";66591;"LUTÉCIA";96;498;15;0;818;14;20;1;58;195;3;7;0;44;126
"353";66613;"MACATUBA";665;1132;105;4;6050;63;60;5;262;1012;15;88;1;366;555
"354";66630;"MACAUBAL";278;473;28;0;2467;8;30;2;181;614;12;9;0;214;333
"355";66656;"MACEDÔNIA";140;369;18;1;1203;6;12;1;48;291;7;5;1;61;173
"356";66672;"MAGDA";139;353;10;0;1053;6;17;1;99;268;6;20;0;68;130
"357";66699;"MAIRINQUE";2342;3742;333;9;13896;260;228;13;1089;3459;152;243;7;1175;2134
"358";66710;"MAIRIPORÃ";3705;5566;620;13;24593;679;311;33;1538;5021;266;336;18;1596;3326
"359";66737;"MANDURI";368;635;68;4;2913;30;45;4;118;908;15;19;1;222;361
"360";66753;"MARABÁ PAULISTA";142;868;9;0;784;8;13;0;26;313;2;8;0;51;124
"361";66770;"MARACAÍ";477;1358;92;3;4654;38;120;9;253;681;22;82;0;221;362
"362";66796;"MARIÁPOLIS";159;565;14;2;997;11;21;1;43;296;5;4;1;85;202
"363";66818;"MARÍLIA";11287;9865;1022;47;81202;1342;1097;48;3689;10583;548;839;47;3803;6481
"364";66834;"MARINÓPOLIS";87;323;22;0;584;5;11;0;44;205;0;11;0;47;97
"365";66850;"MARTINÓPOLIS";893;1968;110;1;7061;96;90;0;317;2097;28;106;6;401;798
"366";66877;"MATÃO";4096;7341;480;7;24195;280;332;17;1929;4683;217;407;11;1856;3932
"367";66893;"MAUÁ";28308;44804;2477;133;103372;3224;1349;211;7267;14626;2134;4947;41;8800;24296
"368";66915;"MENDONÇA";212;675;15;0;1786;7;10;1;78;320;6;2;1;107;217
"369";66931;"MERIDIANO";131;524;19;1;1229;7;20;0;123;320;5;10;0;77;181
"370";66958;"MIGUELÓPOLIS";673;2955;101;0;4604;29;38;2;259;1128;19;51;2;299;720
"371";66974;"MINEIROS DO TIETÊ";372;523;99;3;4057;44;66;1;222;864;16;87;4;337;405
"372";66990;"MIRACATU";553;1854;155;2;5576;69;69;5;142;1736;19;81;2;300;581
"373";67016;"MIRA ESTRELA";75;454;10;0;983;4;11;0;45;185;4;5;0;48;120
"374";67032;"MIRANDÓPOLIS";737;1587;142;11;8766;65;72;6;339;954;25;116;2;483;878
"375";67059;"MIRANTE DO PARANAPANEMA";717;3776;86;2;3093;42;87;2;89;897;16;84;2;271;388
"376";67075;"MIRASSOL";2339;2940;354;12;18544;210;252;12;1328;2914;130;195;7;1181;1897
"377";67091;"MIRASSOLÂNDIA";118;342;8;2;1456;13;8;0;61;543;4;25;0;79;114
"378";67113;"MOCOCA";3379;2771;411;8;18743;239;182;14;1410;5951;136;149;19;1857;2951
"379";67130;"MOGI DAS CRUZES";22664;27495;3470;92;116030;2825;1396;153;10952;30395;1694;3160;53;9293;16538
"380";67156;"MOGI GUAÇU";6029;6955;768;22;54474;830;517;48;3457;6415;302;868;19;2963;5293
"381";67172;"MOGI MIRIM";4297;3359;438;17;31820;341;285;27;1973;4480;171;505;30;1932;2814
"382";67199;"MOMBUCA";109;277;31;2;1496;6;24;0;21;324;15;27;2;87;145
"383";67210;"MONÇÕES";63;269;23;0;697;1;13;0;128;192;1;13;0;84;110
"384";67237;"MONGAGUÁ";2482;4745;343;15;15295;311;231;17;665;3071;154;305;19;934;1705
"385";67253;"MONTE ALEGRE DO SUL";300;320;31;3;2747;37;29;4;175;695;16;6;1;147;351
"386";67270;"MONTE ALTO";2317;1898;278;7;15957;115;228;17;1372;2651;81;116;5;1115;1353
"387";67296;"MONTE APRAZÍVEL";812;1680;77;3;7135;42;64;1;421;1224;40;106;5;448;822
"388";67318;"MONTE AZUL PAULISTA";638;1142;165;5;6202;72;71;6;425;1319;32;41;4;450;624
"389";67334;"MONTE CASTELO";144;746;15;1;1235;9;4;1;40;253;8;17;1;61;183
"390";67350;"MONTEIRO LOBATO";228;390;31;2;1307;11;23;3;121;549;7;8;0;70;109
"391";67377;"MONTE MOR";2509;6413;294;9;14804;312;220;28;754;2090;116;340;2;1277;2327
"392";67393;"MORRO AGUDO";888;2611;130;2;7703;74;43;11;425;1575;28;152;5;608;1202
"393";67415;"MORUNGABA";431;681;65;2;5124;36;29;2;199;1019;22;21;3;253;450
"394";67431;"MURUTINGA DO SUL";138;540;13;0;1452;6;13;0;27;230;1;15;0;87;153
"395";67458;"NARANDIBA";129;989;20;2;1310;21;32;0;62;409;14;19;1;69;168
"396";67474;"NATIVIDADE DA SERRA";193;575;40;0;2268;23;35;1;67;807;8;17;0;111;224
"397";67490;"NAZARÉ PAULISTA";620;1125;99;11;5290;87;68;5;201;1583;64;39;3;433;894
"398";67512;"NEVES PAULISTA";352;669;38;2;3066;24;28;2;183;705;23;20;1;265;365
"399";67539;"NHANDEARA";281;669;47;2;3639;14;58;3;190;676;5;15;2;192;295
"400";67555;"NIPOÃ";114;634;23;0;1243;6;21;0;86;379;7;34;1;96;165
"401";67571;"NOVA ALIANÇA";304;463;32;3;2091;13;24;0;127;451;13;11;0;149;270
"402";67598;"NOVA EUROPA";381;1673;48;2;2148;37;39;1;139;615;24;33;0;209;377
"403";67610;"NOVA GRANADA";815;1966;82;6;5138;47;300;4;379;933;42;43;5;380;896
"404";67636;"NOVA GUATAPORANGA";54;479;20;0;650;6;4;0;15;124;0;10;0;43;128
"405";67652;"NOVA INDEPENDÊNCIA";112;545;14;1;1034;11;15;0;43;330;2;20;1;82;148
"406";67679;"NOVA LUZITÂNIA";97;592;17;0;884;9;7;0;36;345;3;11;1;31;125
"407";67695;"NOVA ODESSA";3262;4695;276;11;20487;286;231;35;1442;2480;166;340;7;926;2166
"408";67717;"NOVO HORIZONTE";1426;2586;149;5;13046;111;75;13;561;2191;59;95;1;735;908
"409";67733;"NUPORANGA";231;552;41;1;2534;18;28;3;104;506;9;25;1;91;276
"410";67750;"OCAUÇU";196;568;34;3;1162;6;27;3;31;270;7;24;0;125;192
"411";67776;"ÓLEO";129;201;37;1;1144;8;15;1;26;241;4;6;1;66;158
"412";67792;"OLÍMPIA";1881;3364;195;13;17645;145;112;9;1116;2854;103;144;5;1039;1494
"413";67814;"ONDA VERDE";255;411;23;2;1460;8;24;0;84;334;14;16;1;79;188
"414";67830;"ORIENTE";168;550;42;2;2316;29;21;1;96;370;14;27;0;134;236
"415";67857;"ORINDIÚVA";171;903;23;0;1551;11;11;0;92;544;13;10;3;58;212
"416";67873;"ORLÂNDIA";1894;2668;299;5;12506;151;110;9;934;2169;69;117;2;791;1605
"417";67890;"OSASCO";54767;75986;4990;259;193461;5281;4633;365;22268;31508;3727;5813;156;14654;32615
"418";67911;"OSCAR BRESSANE";91;235;12;0;1286;5;12;0;47;190;4;5;0;33;105
"419";67938;"OSVALDO CRUZ";1162;1466;149;1;11038;80;106;9;458;1833;42;81;6;639;963
"420";67954;"OURINHOS";5825;6749;734;17;33868;394;566;25;1552;4821;182;492;10;1935;2908
"421";67970;"OURO VERDE";164;1516;26;3;1861;12;20;2;77;479;5;37;3;151;368
"422";67997;"PACAEMBU";355;878;49;0;3506;25;25;1;143;806;17;42;2;197;328
"423";68012;"PALESTINA";332;1279;66;0;3421;24;31;6;247;767;22;39;2;225;368
"424";68039;"PALMARES PAULISTA";293;1349;43;1;2719;32;43;4;173;484;16;31;1;240;560
"425";68055;"PALMEIRA D'OESTE";281;1125;48;1;2729;14;47;2;244;632;16;21;3;213;357
"426";68071;"PALMITAL";824;1761;101;1;7038;59;147;4;475;1379;11;48;4;379;602
"427";68098;"PANORAMA";341;1300;56;1;3973;35;52;3;198;1013;6;41;1;303;488
"428";68110;"PARAGUAÇU PAULISTA";1499;4079;206;5;12005;155;215;14;611;2283;72;272;5;899;1409
"429";68136;"PARAIBUNA";929;1703;78;3;4759;45;25;11;301;1946;43;62;3;225;506
"430";68152;"PARAÍSO";205;430;37;1;2088;11;40;1;105;338;5;16;2;143;438
"431";68179;"PARANAPANEMA";413;2427;77;1;4911;37;52;3;366;1361;23;54;2;339;575
"432";68195;"PARANAPUÃ";70;506;24;0;1217;4;12;1;95;347;6;19;0;94;148
"433";68217;"PARAPUÃ";298;931;60;5;3492;18;26;3;138;654;13;16;0;251;402
"434";68233;"PARDINHO";258;547;28;1;2187;24;33;3;151;533;9;15;2;103;295
"435";68250;"PARIQUERA-AÇU";511;1165;204;6;5904;67;66;4;242;1589;26;103;1;424;650
"436";68276;"PATROCÍNIO PAULISTA";697;890;100;1;4077;35;46;2;234;1434;33;55;1;272;364
"437";68292;"PAULICÉIA";173;942;43;0;2198;12;12;1;70;421;13;46;1;114;261
"438";68314;"PAULÍNIA";6495;7749;484;19;31771;617;374;62;2622;2384;364;670;16;1457;3092
"439";68330;"PAULO DE FARIA";335;1201;46;0;1974;14;18;0;106;532;11;20;1;85;302
"440";68357;"PEDERNEIRAS";1759;2494;447;5;15000;152;118;18;811;2269;77;196;7;881;1322
"441";68373;"PEDRA BELA";241;486;36;2;1756;15;20;1;175;739;8;3;2;149;210
"442";68390;"PEDRANÓPOLIS";123;367;11;1;749;0;7;1;44;169;2;6;0;47;98
"443";68411;"PEDREGULHO";821;2484;72;1;3561;26;40;1;242;848;20;44;3;320;616
"444";68438;"PEDREIRA";1488;1921;188;3;15911;122;212;14;986;2537;83;125;4;908;1944
"445";68454;"PEDRO DE TOLEDO";271;858;52;1;2570;66;26;2;83;823;13;45;0;144;285
"446";68470;"PENÁPOLIS";2089;4406;344;7;19887;158;200;19;876;2668;73;190;6;1018;1909
"447";68497;"PEREIRA BARRETO";979;2274;187;3;7110;79;88;3;321;1818;25;174;3;456;848
"448";68519;"PEREIRAS";205;605;53;0;2512;24;41;4;122;785;8;48;1;211;288
"449";68535;"PERUÍBE";2864;5373;456;21;18875;431;258;66;1054;4508;200;445;6;1104;2119
"450";68551;"PIACATU";151;631;22;1;2109;9;33;2;91;396;14;25;0;77;223
"451";68578;"PIEDADE";2488;3556;389;9;14325;222;189;15;654;7104;171;139;7;1376;1521
"452";68594;"PILAR DO SUL";807;1627;133;5;8779;79;61;7;385;3433;68;79;6;674;897
"453";68616;"PINDAMONHANGABA";6811;6943;951;14;47930;873;344;39;3233;12266;371;674;24;2764;4683
"454";68632;"PINDORAMA";543;1027;65;1;4936;44;52;0;332;699;26;28;2;413;645
"455";68659;"ESPÍRITO SANTO DO PINHAL";1742;2000;219;5;12967;143;152;13;1059;3951;90;92;5;907;1346
"456";68675;"PINHALZINHO";496;622;57;5;4206;36;42;7;330;1176;16;11;0;341;649
"457";68691;"PIQUEROBI";138;698;13;0;980;10;19;1;24;144;9;13;0;77;140
"458";68713;"PIQUETE";564;482;89;3;4440;88;34;5;253;1257;27;45;4;193;347
"459";68730;"PIRACAIA";1187;1113;188;10;9281;93;115;10;601;2464;71;84;5;557;891
"460";68756;"PIRACICABA";19783;19712;1793;67;133718;2535;1251;123;10016;16468;1020;1411;124;7434;12260
"461";68772;"PIRAJU";1719;1647;184;4;9136;135;152;10;439;2125;76;79;4;579;978
"462";68799;"PIRAJUÍ";637;1281;130;10;6856;67;49;6;220;1359;35;64;6;431;572
"463";68810;"PIRANGI";543;542;31;2;3651;38;40;2;182;510;12;12;1;286;339
"464";68837;"PIRAPORA DO BOM JESUS";781;2249;93;3;3944;73;35;7;223;1260;89;103;2;297;493
"465";68853;"PIRAPOZINHO";1223;2427;128;4;7545;101;123;4;483;1547;58;120;0;401;786
"466";68870;"PIRASSUNUNGA";3434;2802;548;25;27957;308;289;24;1574;3340;183;293;5;1349;2233
"467";68896;"PIRATININGA";534;702;73;1;4174;70;40;2;215;894;29;52;2;211;269
"468";68918;"PITANGUEIRAS";1362;3560;369;6;9489;149;119;5;453;1590;53;146;3;862;1267
"469";68934;"PLANALTO";121;859;25;1;1397;5;17;4;81;422;1;31;0;74;143
"470";68950;"PLATINA";62;405;27;0;1158;8;9;1;25;225;5;16;0;51;105
"471";68977;"POÁ";9214;11234;932;37;33851;1003;583;47;1913;4491;683;1277;21;2754;5730
"472";68993;"POLONI";134;465;22;0;1805;13;12;2;96;508;5;10;0;117;198
"473";69019;"POMPÉIA";710;1150;148;4;7997;61;64;2;448;1122;44;87;4;319;644
"474";69035;"PONGAÍ";115;343;23;2;1550;9;12;1;50;193;4;6;0;32;109
"475";69051;"PONTAL";1365;3812;311;12;9730;104;79;7;532;2305;34;176;1;900;1795
"476";69078;"PONTES GESTAL";88;366;14;0;993;10;6;0;51;198;5;17;0;53;105
"477";69094;"POPULINA";208;872;20;2;1059;3;22;2;59;231;7;5;0;96;228
"478";69116;"PORANGABA";243;690;39;0;2605;22;23;2;100;690;16;16;1;173;294
"479";69132;"PORTO FELIZ";2049;2914;305;8;18847;266;227;30;769;3168;125;143;5;1282;1641
"480";69159;"PORTO FERREIRA";2512;2126;511;4;18671;245;165;17;1071;2979;110;231;14;1249;2106
"481";69175;"POTIRENDABA";521;1167;72;1;5491;35;64;12;355;848;35;47;1;446;645
"482";69191;"PRADÓPOLIS";670;1800;91;3;5102;53;27;4;472;972;40;50;3;380;693
"483";69213;"PRAIA GRANDE";13641;20237;1573;73;86104;1700;1200;112;4380;13457;818;2039;38;4871;8981
"484";69230;"PRESIDENTE ALVES";195;389;25;0;1444;11;14;3;46;361;10;20;0;74;139
"485";69256;"PRESIDENTE BERNARDES";400;1510;43;1;4314;30;74;5;200;860;25;50;0;236;292
"486";69272;"PRESIDENTE EPITÁCIO";1296;3911;230;6;11879;171;193;9;461;1816;67;218;3;727;1290
"487";69299;"PRESIDENTE PRUDENTE";9252;12435;1275;26;77753;969;1122;41;3704;10718;447;814;16;3388;5715
"488";69310;"PRESIDENTE VENCESLAU";1266;2338;200;6;13355;140;148;4;403;1759;60;118;3;650;1062
"489";69337;"PROMISSÃO";1193;3800;162;7;10997;108;101;6;484;1291;53;145;3;705;1149
"490";69353;"QUATÁ";524;1089;63;0;4235;44;299;2;110;895;35;74;0;274;470
"491";69370;"QUEIROZ";85;554;12;0;1177;6;14;0;45;252;5;13;0;61;121
"492";69396;"QUELUZ";446;1054;54;2;1968;30;12;1;106;1125;42;51;0;135;324
"493";69418;"QUINTANA";216;604;44;2;2028;19;32;0;84;536;10;48;1;133;311
"494";69434;"RAFARD";329;614;59;0;3768;47;33;3;113;566;26;37;0;191;285
"495";69450;"RANCHARIA";1169;2874;152;2;9303;143;284;8;395;2413;67;132;3;562;873
"496";69477;"REDENÇÃO DA SERRA";134;321;24;0;1302;15;14;0;53;952;2;7;0;101;120
"497";69493;"REGENTE FEIJÓ";791;1508;78;1;6503;66;99;4;250;1180;42;70;0;337;653
"498";69515;"REGINÓPOLIS";144;296;51;1;2324;16;11;2;67;360;2;13;1;72;189
"499";69531;"REGISTRO";2026;4702;356;12;17734;340;207;15;724;4437;126;303;4;1014;1387
"500";69558;"RESTINGA";339;1369;38;0;2203;25;14;1;94;397;14;29;0;131;199
"501";69574;"RIBEIRA";51;805;18;1;697;14;12;0;62;446;3;7;0;57;74
"502";69590;"RIBEIRÃO BONITO";486;988;65;1;3147;34;48;4;89;859;33;63;9;282;488
"503";69612;"RIBEIRÃO BRANCO";320;3779;158;4;3499;42;45;4;54;2710;20;35;10;292;429
"504";69639;"RIBEIRÃO CORRENTE";195;601;42;1;1403;5;11;0;146;397;4;16;0;85;121
"505";69655;"RIBEIRÃO DO SUL";232;908;20;0;1302;5;22;0;74;251;7;6;0;96;190
"506";69671;"RIBEIRÃO PIRES";8997;10139;729;56;33301;765;756;49;2753;4655;522;882;22;2312;5486
"507";69698;"RIBEIRÃO PRETO";38736;33410;3652;168;177963;3424;2236;106;16521;24288;2426;2142;63;9934;22836
"508";69710;"RIVERSUL";118;1076;32;1;1435;7;24;1;46;378;10;7;0;203;170
"509";69736;"RIFAINA";192;572;23;1;1452;14;3;2;128;279;4;55;0;74;143
"510";69752;"RINCÃO";446;1335;43;1;2237;22;23;7;165;819;16;23;1;210;483
"511";69779;"RINÓPOLIS";258;677;28;0;3285;17;29;0;152;867;15;25;0;151;373
"512";69795;"RIO CLARO";10748;9148;1486;35;68986;906;682;64;3939;8147;623;631;22;3450;7474
"513";69817;"RIO DAS PEDRAS";1316;2580;175;2;10966;159;89;14;472;1356;84;168;5;698;1255
"514";69833;"RIO GRANDE DA SERRA";3009;5573;441;24;10946;366;213;33;488;2120;227;541;5;1208;2384
"515";69850;"RIOLÂNDIA";168;1674;34;2;2133;8;10;0;49;697;9;26;1;130;290
"516";69876;"ROSEIRA";353;623;56;2;3615;39;56;0;196;1159;27;47;2;209;249
"517";69892;"RUBIÁCEA";70;363;8;0;817;4;16;2;24;301;1;17;0;48;92
"518";69914;"RUBINÉIA";132;381;36;1;1161;9;8;0;87;156;8;14;1;56;176
"519";69930;"SABINO";174;557;28;0;1752;16;14;1;77;291;4;18;0;118;314
"520";69957;"SAGRES";105;366;21;0;620;12;5;0;21;362;3;2;0;47;91
"521";69973;"SALES";127;379;38;1;2169;9;25;1;87;605;7;15;1;99;282
"522";69990;"SALES OLIVEIRA";508;728;66;1;3533;32;48;1;268;569;21;27;3;211;435
"523";70017;"SALESÓPOLIS";813;951;169;6;5382;80;53;8;476;2406;52;94;4;475;763
"524";70033;"SALMOURÃO";114;556;17;0;1383;4;12;1;31;673;2;19;0;112;215
"525";70050;"SALTO";5721;8909;690;30;38528;608;728;48;3330;4901;385;499;10;2051;4454
"526";70076;"SALTO DE PIRAPORA";1677;2989;265;8;11302;201;88;15;508;3710;161;86;5;1166;1838
"527";70092;"SALTO GRANDE";363;699;50;1;2354;20;52;1;104;764;7;31;0;174;374
"528";70114;"SANDOVALINA";149;1123;16;0;805;7;30;0;73;198;7;39;1;37;104
"529";70130;"SANTA ADÉLIA";472;946;76;0;4511;31;42;3;382;1006;11;41;5;279;586
"530";70157;"SANTA ALBERTINA";159;609;45;0;1963;5;23;0;141;495;3;6;2;92;209
"531";70173;"SANTA BÁRBARA D'OESTE";9280;12473;854;44;64931;878;1552;94;5291;5346;461;984;21;3551;7365
"532";70190;"ÁGUAS DE SANTA BÁRBARA";222;536;22;6;2067;19;33;1;93;388;10;10;0;109;230
"533";70211;"SANTA BRANCA";575;863;131;8;4729;80;40;7;306;1719;26;84;3;277;456
"534";70238;"SANTA CLARA D'OESTE";69;329;20;0;817;4;5;0;38;167;3;6;1;36;92
"535";70254;"SANTA CRUZ DA CONCEIÇÃO";207;300;36;1;1919;12;15;2;90;241;8;16;0;69;129
"536";70270;"SANTA CRUZ DAS PALMEIRAS";1037;2524;159;3;9334;102;57;12;357;1735;39;217;2;630;1123
"537";70297;"SANTA CRUZ DO RIO PARDO";2212;1657;212;9;16684;138;209;33;822;2327;76;91;7;925;1110
"538";70319;"SANTA ERNESTINA";356;837;38;0;1835;11;12;1;126;326;20;13;1;108;332
"539";70335;"SANTA FÉ DO SUL";1147;1957;294;1;10998;74;106;3;667;1388;39;149;3;588;1086
"540";70351;"SANTA GERTRUDES";1015;1617;156;6;8253;97;92;15;350;850;54;131;2;398;818
"541";70378;"SANTA ISABEL";2206;3311;473;21;16214;296;241;18;1032;4008;167;271;10;1214;2834
"542";70394;"SANTA LÚCIA";476;1317;59;4;2263;36;17;2;144;490;20;116;0;252;596
"543";70416;"SANTA MARIA DA SERRA";131;432;24;2;1733;18;10;0;35;389;4;13;2;139;279
"544";70432;"SANTA MERCEDES";96;428;19;2;881;5;27;1;34;218;3;14;0;49;138
"545";70459;"SANTANA DA PONTE PENSA";82;207;25;0;592;5;4;0;37;145;6;1;1;33;79
"546";70475;"SANTANA DE PARNAÍBA";6559;11335;658;17;32656;662;283;33;3786;6802;342;828;14;2100;3850
"547";70491;"SANTA RITA D'OESTE";80;342;19;1;890;8;4;0;89;192;11;10;1;55;150
"548";70513;"SANTA RITA DO PASSA QUATRO";1201;998;311;6;10143;82;102;7;440;1200;42;106;6;491;720
"549";70530;"SANTA ROSA DE VITERBO";1507;1573;212;4;6580;112;71;4;391;1763;63;106;4;573;1289
"550";70556;"SANTO ANASTÁCIO";937;2055;119;5;6073;58;79;4;245;915;88;85;1;426;795
"551";70572;"SANTO ANDRÉ";53104;70491;3951;227;212986;4251;3677;278;24855;26869;3791;5078;124;11000;30607
"552";70599;"SANTO ANTÔNIO DA ALEGRIA";356;829;152;1;1887;19;30;1;114;475;14;18;1;124;299
"553";70610;"SANTO ANTÔNIO DE POSSE";624;1457;84;5;7618;55;56;7;315;1371;28;72;4;514;594
"554";70637;"SANTO ANTÔNIO DO JARDIM";240;442;73;1;2182;20;12;3;180;640;10;10;1;168;203
"555";70653;"SANTO ANTÔNIO DO PINHAL";322;364;37;3;2103;31;22;2;185;1222;8;12;0;181;219
"556";70670;"SANTO EXPEDITO";100;483;40;3;987;7;10;0;20;238;5;3;0;66;115
